"word","category","category_reason","definition"
"subaltern","2","uncommon or archaic (low frequency)","a British commissioned army officer below the rank of captain"
"subalterns","2","uncommon or archaic (low frequency)","a British commissioned army officer below the rank of captain"
"subaquatic","2","uncommon or archaic (low frequency)","growing or remaining under water"
"subaqueous","2","uncommon or archaic (low frequency)","growing or remaining under water"
"subarctic","2","uncommon or archaic (low frequency)","of or relating to latitudes just south of the Arctic Circle"
"subatomic","2","uncommon or archaic (low frequency)","of or relating to constituents of the atom or forces within the atom"
"subbase","2","uncommon or archaic (low frequency)","the lowest molding of an architectural base or of a baseboard"
"subbed","2","uncommon or archaic (low frequency)","be a substitute"
"subbing","2","uncommon or archaic (low frequency)","working as a substitute for someone who is ill or on leave of absence"
"subclass","2","uncommon or archaic (low frequency)","(biology) a taxonomic category below a class and above an order"
"subclasses","2","uncommon or archaic (low frequency)","(biology) a taxonomic category below a class and above an order"
"subclavian","2","uncommon or archaic (low frequency)","situated beneath the clavicle"
"subclinical","2","uncommon or archaic (low frequency)","relating to the stage in the development of a disease before the symptoms are observed"
"subcommittee","2","uncommon or archaic (low frequency)","a subset of committee members organized for a specific purpose"
"subcommittees","2","uncommon or archaic (low frequency)","a subset of committee members organized for a specific purpose"
"subcompact","2","uncommon or archaic (low frequency)","a car smaller than a compact car"
"subcompacts","2","uncommon or archaic (low frequency)","a car smaller than a compact car"
"subconscious","2","uncommon or archaic (low frequency)","psychic activity just below the level of awareness"
"subconsciously","2","uncommon or archaic (low frequency)","from the subconscious mind"
"subconsciousness","2","uncommon or archaic (low frequency)","a state of mind not immediately available to consciousness"
"subcontinent","2","uncommon or archaic (low frequency)","a large and distinctive landmass (as India or Greenland) that is a distinct part of some continent"
"subcontract","2","uncommon or archaic (low frequency)","a contract assigning to another party some obligations of a prior contract"
"subcontracted","2","uncommon or archaic (low frequency)","arranged for contracted work to be done by others"
"subcontracting","2","uncommon or archaic (low frequency)","arranged for contracted work to be done by others"
"subcontractor","2","uncommon or archaic (low frequency)","someone who enters into a subcontract with the primary contractor"
"subcontractors","2","uncommon or archaic (low frequency)","someone who enters into a subcontract with the primary contractor"
"subcontracts","2","uncommon or archaic (low frequency)","a contract assigning to another party some obligations of a prior contract"
"subcortical","2","uncommon or archaic (low frequency)","of or relating to or being or involving nerve centers below the cerebral cortex"
"subculture","2","uncommon or archaic (low frequency)","a social group within a national culture that has distinctive patterns of behavior and beliefs"
"subcultures","2","uncommon or archaic (low frequency)","a social group within a national culture that has distinctive patterns of behavior and beliefs"
"subcutaneous","2","uncommon or archaic (low frequency)","relating to or located below the epidermis"
"subcutaneously","2","uncommon or archaic (low frequency)","below the skin"
"subdeacon","2","uncommon or archaic (low frequency)","a clergyman an order below deacon; one of the Holy Orders in the unreformed western Christian church and the eastern Catholic Churches but now suppressed in the Roman Catholic Church"
"subdeacons","2","uncommon or archaic (low frequency)","a clergyman an order below deacon; one of the Holy Orders in the unreformed western Christian church and the eastern Catholic Churches but now suppressed in the Roman Catholic Church"
"subdirectories","2","uncommon or archaic (low frequency)","(computer science) a directory that is listed in another directory"
"subdirectory","2","uncommon or archaic (low frequency)","(computer science) a directory that is listed in another directory"
"subdivide","2","uncommon or archaic (low frequency)","form into subdivisions"
"subdivided","2","uncommon or archaic (low frequency)","form into subdivisions"
"subdivides","2","uncommon or archaic (low frequency)","form into subdivisions"
"subdividing","2","uncommon or archaic (low frequency)","form into subdivisions"
"subdivision","1","common english (recognizable)","an area composed of subdivided lots"
"subdivisions","2","uncommon or archaic (low frequency)","an area composed of subdivided lots"
"subdominant","2","uncommon or archaic (low frequency)","(music) the fourth note of the diatonic scale"
"subduction","2","uncommon or archaic (low frequency)","a geological process in which one edge of a crustal plate is forced sideways and downward into the mantle below another plate"
"subdue","2","uncommon or archaic (low frequency)","put down by force or intimidation"
"subdued","2","uncommon or archaic (low frequency)","put down by force or intimidation"
"subdues","2","uncommon or archaic (low frequency)","put down by force or intimidation"
"subduing","2","uncommon or archaic (low frequency)","put down by force or intimidation"
"subdural","2","uncommon or archaic (low frequency)","below the dura mater but above the arachnoid membrane of the meninges"
"subeditor","2","uncommon or archaic (low frequency)","an assistant editor"
"subfamilies","2","uncommon or archaic (low frequency)","(biology) a taxonomic category below a family"
"subfamily","2","uncommon or archaic (low frequency)","(biology) a taxonomic category below a family"
"subgenera","2","uncommon or archaic (low frequency)","(biology) taxonomic group between a genus and a species"
"subgenus","2","uncommon or archaic (low frequency)","(biology) taxonomic group between a genus and a species"
"subgroup","2","uncommon or archaic (low frequency)","a distinct and often subordinate group within a group"
"subgroups","2","uncommon or archaic (low frequency)","a distinct and often subordinate group within a group"
"subheading","2","uncommon or archaic (low frequency)","a heading of a subdivision of a text"
"subheadings","2","uncommon or archaic (low frequency)","a heading of a subdivision of a text"
"subhuman","2","uncommon or archaic (low frequency)","less than human or not worthy of a human being"
"subjacent","2","uncommon or archaic (low frequency)","lying nearby but lower"
"subject","1","common english (recognizable)","the subject matter of a conversation or discussion"
"subjected","1","common english (recognizable)","cause to experience or suffer or make liable or vulnerable to"
"subjecting","2","uncommon or archaic (low frequency)","cause to experience or suffer or make liable or vulnerable to"
"subjection","2","uncommon or archaic (low frequency)","forced submission to control by others"
"subjective","1","common english (recognizable)","taking place within the mind and modified by individual bias"
"subjectively","2","uncommon or archaic (low frequency)","in a subjective way"
"subjectivism","2","uncommon or archaic (low frequency)","(philosophy) the doctrine that knowledge and value are dependent on and limited by your subjective experience"
"subjectivist","2","uncommon or archaic (low frequency)","a person who subscribes to subjectivism"
"subjectivity","2","uncommon or archaic (low frequency)","judgment based on individual personal impressions and feelings and opinions rather than external facts"
"subjects","1","common english (recognizable)","the subject matter of a conversation or discussion"
"subjoined","2","uncommon or archaic (low frequency)","add to the end"
"subjugate","2","uncommon or archaic (low frequency)","put down by force or intimidation"
"subjugated","2","uncommon or archaic (low frequency)","put down by force or intimidation"
"subjugates","2","uncommon or archaic (low frequency)","put down by force or intimidation"
"subjugating","2","uncommon or archaic (low frequency)","put down by force or intimidation"
"subjugation","2","uncommon or archaic (low frequency)","forced submission to control by others"
"subjunctive","2","uncommon or archaic (low frequency)","a mood that represents an act or state (not as a fact but) as contingent or possible"
"sublease","2","uncommon or archaic (low frequency)","a lease from one lessee to another"
"subleased","2","uncommon or archaic (low frequency)","lease or rent all or part of (a leased or rented property) to another person"
"subleases","2","uncommon or archaic (low frequency)","a lease from one lessee to another"
"subleasing","2","uncommon or archaic (low frequency)","lease or rent all or part of (a leased or rented property) to another person"
"sublet","2","uncommon or archaic (low frequency)","a lease from one lessee to another"
"sublets","2","uncommon or archaic (low frequency)","a lease from one lessee to another"
"subletting","2","uncommon or archaic (low frequency)","lease or rent all or part of (a leased or rented property) to another person"
"sublimate","2","uncommon or archaic (low frequency)","the product of vaporization of a solid"
"sublimated","2","uncommon or archaic (low frequency)","direct energy or urges into useful activities"
"sublimates","2","uncommon or archaic (low frequency)","the product of vaporization of a solid"
"sublimating","2","uncommon or archaic (low frequency)","direct energy or urges into useful activities"
"sublimation","2","uncommon or archaic (low frequency)","(chemistry) a change directly from the solid to the gaseous state without becoming liquid"
"sublime","2","uncommon or archaic (low frequency)","vaporize and then condense right back again"
"sublimed","2","uncommon or archaic (low frequency)","vaporize and then condense right back again"
"sublimely","2","uncommon or archaic (low frequency)","completely; in a lofty and exalted manner"
"sublimes","2","uncommon or archaic (low frequency)","vaporize and then condense right back again"
"subliminal","2","uncommon or archaic (low frequency)","below the threshold of conscious perception"
"sublimity","2","uncommon or archaic (low frequency)","nobility in thought or feeling or style"
"sublingual","2","uncommon or archaic (low frequency)","beneath the tongue"
"sublittoral","2","uncommon or archaic (low frequency)","of or relating to the region of the continental shelf (between the seashore and the edge of the continental shelf) or the marine organisms situated there"
"sublunary","2","uncommon or archaic (low frequency)","situated between the earth and the moon"
"subluxation","2","uncommon or archaic (low frequency)","partial displacement of a joint or organ"
"submarine","1","common english (recognizable)","a submersible warship usually armed with torpedoes"
"submariner","2","uncommon or archaic (low frequency)","a member of the crew of a submarine"
"submariners","2","uncommon or archaic (low frequency)","a member of the crew of a submarine"
"submarines","2","uncommon or archaic (low frequency)","a submersible warship usually armed with torpedoes"
"submerge","2","uncommon or archaic (low frequency)","sink below the surface; go under or as if under water"
"submerged","1","common english (recognizable)","sink below the surface; go under or as if under water"
"submergence","2","uncommon or archaic (low frequency)","sinking until covered completely with water"
"submerges","2","uncommon or archaic (low frequency)","sink below the surface; go under or as if under water"
"submerging","2","uncommon or archaic (low frequency)","sinking until covered completely with water"
"submersed","2","uncommon or archaic (low frequency)","sink below the surface; go under or as if under water"
"submersible","2","uncommon or archaic (low frequency)","an apparatus intended for use under water"
"submersibles","2","uncommon or archaic (low frequency)","an apparatus intended for use under water"
"submersion","2","uncommon or archaic (low frequency)","sinking until covered completely with water"
"submission","1","common english (recognizable)","something (manuscripts or architectural plans and models or estimates or works of art of all genres etc.) submitted for the judgment of others (as in a competition)"
"submissions","1","common english (recognizable)","something (manuscripts or architectural plans and models or estimates or works of art of all genres etc.) submitted for the judgment of others (as in a competition)"
"submissive","2","uncommon or archaic (low frequency)","inclined or willing to submit to orders or wishes of others or showing such inclination"
"submissively","2","uncommon or archaic (low frequency)","in a servile manner"
"submissiveness","2","uncommon or archaic (low frequency)","the trait of being willing to yield to the will of another person or a superior force etc."
"submit","1","common english (recognizable)","refer for judgment or consideration"
"submits","2","uncommon or archaic (low frequency)","refer for judgment or consideration"
"submitted","1","common english (recognizable)","refer for judgment or consideration"
"submitter","2","uncommon or archaic (low frequency)","someone who yields to the will of another person or force"
"submitters","2","uncommon or archaic (low frequency)","someone who yields to the will of another person or force"
"submitting","1","common english (recognizable)","refer for judgment or consideration"
"submucosa","2","uncommon or archaic (low frequency)","the connective tissue beneath mucous membrane"
"subnormal","2","uncommon or archaic (low frequency)","a person of less than normal intelligence"
"suborbital","2","uncommon or archaic (low frequency)","having or involving a trajectory of less than one orbit"
"suborder","2","uncommon or archaic (low frequency)","(biology) taxonomic group that is a subdivision of an order"
"suborders","2","uncommon or archaic (low frequency)","(biology) taxonomic group that is a subdivision of an order"
"subordinate","2","uncommon or archaic (low frequency)","an assistant subject to the authority or control of another"
"subordinated","2","uncommon or archaic (low frequency)","rank or order as less important or consider of less value"
"subordinates","2","uncommon or archaic (low frequency)","an assistant subject to the authority or control of another"
"subordinating","2","uncommon or archaic (low frequency)","rank or order as less important or consider of less value"
"subordination","2","uncommon or archaic (low frequency)","the state of being subordinate to something"
"suborn","2","uncommon or archaic (low frequency)","incite to commit a crime or an evil deed"
"suborned","2","uncommon or archaic (low frequency)","incite to commit a crime or an evil deed"
"suborning","2","uncommon or archaic (low frequency)","incite to commit a crime or an evil deed"
"subphylum","2","uncommon or archaic (low frequency)","(biology) a taxonomic group ranking between a phylum and a class"
"subpoena","2","uncommon or archaic (low frequency)","a writ issued by court authority to compel the attendance of a witness at a judicial proceeding; disobedience may be punishable as a contempt of court"
"subpoenaed","2","uncommon or archaic (low frequency)","serve or summon with a subpoena"
"subpoenaing","2","uncommon or archaic (low frequency)","serve or summon with a subpoena"
"subpoenas","2","uncommon or archaic (low frequency)","a writ issued by court authority to compel the attendance of a witness at a judicial proceeding; disobedience may be punishable as a contempt of court"
"subpopulation","2","uncommon or archaic (low frequency)","a population that is part of a larger population"
"subpopulations","2","uncommon or archaic (low frequency)","a population that is part of a larger population"
"subprogram","2","uncommon or archaic (low frequency)","a set sequence of steps, part of larger computer program"
"subprograms","2","uncommon or archaic (low frequency)","a set sequence of steps, part of larger computer program"
"subrogate","2","uncommon or archaic (low frequency)","substitute one creditor for another, as in the case where an insurance company sues the person who caused an accident for the insured"
"subrogated","2","uncommon or archaic (low frequency)","substitute one creditor for another, as in the case where an insurance company sues the person who caused an accident for the insured"
"subrogation","2","uncommon or archaic (low frequency)","(law) the act of substituting of one creditor for another"
"subroutine","2","uncommon or archaic (low frequency)","a set sequence of steps, part of larger computer program"
"subroutines","2","uncommon or archaic (low frequency)","a set sequence of steps, part of larger computer program"
"subs","1","common english (recognizable)","a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments); different names are used in different sections of the United States"
"subscribe","1","common english (recognizable)","offer to buy, as of stocks and shares"
"subscribed","1","common english (recognizable)","offer to buy, as of stocks and shares"
"subscriber","1","common english (recognizable)","someone who expresses strong approval"
"subscribers","1","common english (recognizable)","someone who expresses strong approval"
"subscribes","2","uncommon or archaic (low frequency)","offer to buy, as of stocks and shares"
"subscribing","2","uncommon or archaic (low frequency)","offer to buy, as of stocks and shares"
"subscript","2","uncommon or archaic (low frequency)","a character or symbol set or printed or written beneath or slightly below and to the side of another character"
"subscription","1","common english (recognizable)","a payment for consecutive issues of a newspaper or magazine for a given period of time"
"subscriptions","2","uncommon or archaic (low frequency)","a payment for consecutive issues of a newspaper or magazine for a given period of time"
"subscripts","2","uncommon or archaic (low frequency)","a character or symbol set or printed or written beneath or slightly below and to the side of another character"
"subsection","2","uncommon or archaic (low frequency)","a section of a section; a part of a part; i.e., a part of something already divided"
"subsections","2","uncommon or archaic (low frequency)","a section of a section; a part of a part; i.e., a part of something already divided"
"subsequence","2","uncommon or archaic (low frequency)","something that follows something else"
"subsequences","2","uncommon or archaic (low frequency)","something that follows something else"
"subsequent","1","common english (recognizable)","following in time or order"
"subsequently","1","common english (recognizable)","happening at a time subsequent to a reference time"
"subserve","2","uncommon or archaic (low frequency)","be helpful or useful"
"subservience","2","uncommon or archaic (low frequency)","the condition of being something that is useful in reaching an end or carrying out a plan"
"subservient","2","uncommon or archaic (low frequency)","compliant and obedient to authority; -G. B. Shaw"
"subset","1","common english (recognizable)","a set whose members are members of another set; a set contained within another set"
"subsets","2","uncommon or archaic (low frequency)","a set whose members are members of another set; a set contained within another set"
"subside","2","uncommon or archaic (low frequency)","wear off or die down"
"subsided","2","uncommon or archaic (low frequency)","wear off or die down"
"subsidence","2","uncommon or archaic (low frequency)","an abatement in intensity or degree (as in the manifestations of a disease)"
"subsides","2","uncommon or archaic (low frequency)","wear off or die down"
"subsidiaries","1","common english (recognizable)","an assistant subject to the authority or control of another"
"subsidiary","1","common english (recognizable)","an assistant subject to the authority or control of another"
"subsidies","1","common english (recognizable)","a grant paid by a government to an enterprise that benefits the public"
"subsiding","2","uncommon or archaic (low frequency)","a gradual sinking to a lower level"
"subsidise","2","uncommon or archaic (low frequency)","secure the assistance of by granting a subsidy, as of nations or military forces"
"subsidised","2","uncommon or archaic (low frequency)","secure the assistance of by granting a subsidy, as of nations or military forces"
"subsidises","2","uncommon or archaic (low frequency)","secure the assistance of by granting a subsidy, as of nations or military forces"
"subsidization","2","uncommon or archaic (low frequency)","money (or other benefits) obtained as a subsidy"
"subsidize","2","uncommon or archaic (low frequency)","support through subsidies"
"subsidized","2","uncommon or archaic (low frequency)","support through subsidies"
"subsidizes","2","uncommon or archaic (low frequency)","support through subsidies"
"subsidizing","2","uncommon or archaic (low frequency)","support through subsidies"
"subsidy","1","common english (recognizable)","a grant paid by a government to an enterprise that benefits the public"
"subsist","2","uncommon or archaic (low frequency)","support oneself"
"subsisted","2","uncommon or archaic (low frequency)","support oneself"
"subsistence","2","uncommon or archaic (low frequency)","minimal (or marginal) resources for subsisting"
"subsisting","2","uncommon or archaic (low frequency)","support oneself"
"subsists","2","uncommon or archaic (low frequency)","support oneself"
"subsoil","2","uncommon or archaic (low frequency)","the layer of soil between the topsoil and bedrock"
"subsoils","2","uncommon or archaic (low frequency)","the layer of soil between the topsoil and bedrock"
"subsonic","2","uncommon or archaic (low frequency)","(of speed) less than that of sound in a designated medium"
"subspecies","2","uncommon or archaic (low frequency)","(biology) a taxonomic group that is a division of a species; usually arises as a consequence of geographical isolation within a species"
"substance","1","common english (recognizable)","the real physical matter of which a person or thing consists"
"substances","1","common english (recognizable)","the real physical matter of which a person or thing consists"
"substandard","2","uncommon or archaic (low frequency)","falling short of some prescribed norm"
"substantial","1","common english (recognizable)","fairly large"
"substantiality","2","uncommon or archaic (low frequency)","the quality of being substantial or having substance"
"substantially","1","common english (recognizable)","to a great extent or degree"
"substantiate","2","uncommon or archaic (low frequency)","establish or strengthen as with new evidence or facts"
"substantiated","2","uncommon or archaic (low frequency)","establish or strengthen as with new evidence or facts"
"substantiates","2","uncommon or archaic (low frequency)","establish or strengthen as with new evidence or facts"
"substantiating","2","uncommon or archaic (low frequency)","establish or strengthen as with new evidence or facts"
"substantiation","2","uncommon or archaic (low frequency)","additional proof that something that was believed (some fact or hypothesis or theory) is correct"
"substantive","2","uncommon or archaic (low frequency)","any word or group of words functioning as a noun"
"substantives","2","uncommon or archaic (low frequency)","any word or group of words functioning as a noun"
"substation","2","uncommon or archaic (low frequency)","a subsidiary station where electricity is transformed for distribution by a low-voltage network"
"substations","2","uncommon or archaic (low frequency)","a subsidiary station where electricity is transformed for distribution by a low-voltage network"
"substitutability","2","uncommon or archaic (low frequency)","exchangeability by virtue of being replaceable"
"substitutable","2","uncommon or archaic (low frequency)","(of words) interchangeable in a given context without changing the import of the expression"
"substitute","1","common english (recognizable)","a person or thing that takes or can take the place of another"
"substituted","2","uncommon or archaic (low frequency)","put in the place of another; switch seemingly equivalent items"
"substitutes","2","uncommon or archaic (low frequency)","a person or thing that takes or can take the place of another"
"substituting","2","uncommon or archaic (low frequency)","working as a substitute for someone who is ill or on leave of absence"
"substitution","2","uncommon or archaic (low frequency)","an event in which one thing is substituted for another"
"substitutions","2","uncommon or archaic (low frequency)","an event in which one thing is substituted for another"
"substrate","1","common english (recognizable)","the substance that is acted upon by an enzyme or ferment"
"substrates","2","uncommon or archaic (low frequency)","the substance that is acted upon by an enzyme or ferment"
"substratum","2","uncommon or archaic (low frequency)","a surface on which an organism grows or is attached"
"substrings","2","uncommon or archaic (low frequency)","a string that is part of a longer string"
"substructure","2","uncommon or archaic (low frequency)","the basic structure or features of a system or organization"
"substructures","2","uncommon or archaic (low frequency)","the basic structure or features of a system or organization"
"subsume","2","uncommon or archaic (low frequency)","contain or include"
"subsumed","2","uncommon or archaic (low frequency)","contain or include"
"subsumes","2","uncommon or archaic (low frequency)","contain or include"
"subsuming","2","uncommon or archaic (low frequency)","contain or include"
"subsumption","2","uncommon or archaic (low frequency)","the premise of a syllogism that contains the minor term (which is the subject of the conclusion)"
"subsurface","2","uncommon or archaic (low frequency)","beneath the surface"
"subsystem","2","uncommon or archaic (low frequency)","a system that is part of some larger system"
"subsystems","2","uncommon or archaic (low frequency)","a system that is part of some larger system"
"subtend","2","uncommon or archaic (low frequency)","be opposite to; of angles and sides, in geometry"
"subtended","2","uncommon or archaic (low frequency)","be opposite to; of angles and sides, in geometry"
"subtending","2","uncommon or archaic (low frequency)","be opposite to; of angles and sides, in geometry"
"subtends","2","uncommon or archaic (low frequency)","be opposite to; of angles and sides, in geometry"
"subterfuge","2","uncommon or archaic (low frequency)","something intended to misrepresent the true nature of an activity"
"subterfuges","2","uncommon or archaic (low frequency)","something intended to misrepresent the true nature of an activity"
"subterminal","2","uncommon or archaic (low frequency)","near but not precisely at an end"
"subterranean","2","uncommon or archaic (low frequency)","being or operating under the surface of the earth"
"subtitle","2","uncommon or archaic (low frequency)","translation of foreign dialogue of a movie or TV program; usually displayed at the bottom of the screen"
"subtitled","2","uncommon or archaic (low frequency)","supply (a movie) with subtitles"
"subtitles","2","uncommon or archaic (low frequency)","translation of foreign dialogue of a movie or TV program; usually displayed at the bottom of the screen"
"subtitling","2","uncommon or archaic (low frequency)","supply (a movie) with subtitles"
"subtle","1","common english (recognizable)","difficult to detect or grasp by the mind or analyze"
"subtler","2","uncommon or archaic (low frequency)","difficult to detect or grasp by the mind or analyze"
"subtlest","2","uncommon or archaic (low frequency)","difficult to detect or grasp by the mind or analyze"
"subtleties","2","uncommon or archaic (low frequency)","a subtle difference in meaning or opinion or attitude"
"subtlety","2","uncommon or archaic (low frequency)","a subtle difference in meaning or opinion or attitude"
"subtly","2","uncommon or archaic (low frequency)","in a subtle manner"
"subtotal","2","uncommon or archaic (low frequency)","the sum of part of a group of numbers"
"subtotals","2","uncommon or archaic (low frequency)","the sum of part of a group of numbers"
"subtract","2","uncommon or archaic (low frequency)","make a subtraction"
"subtracted","2","uncommon or archaic (low frequency)","make a subtraction"
"subtracting","2","uncommon or archaic (low frequency)","make a subtraction"
"subtraction","2","uncommon or archaic (low frequency)","an arithmetic operation in which the difference between two numbers is calculated"
"subtractions","2","uncommon or archaic (low frequency)","an arithmetic operation in which the difference between two numbers is calculated"
"subtractive","2","uncommon or archaic (low frequency)","constituting or involving subtraction"
"subtracts","2","uncommon or archaic (low frequency)","make a subtraction"
"subtropical","2","uncommon or archaic (low frequency)","of or relating to or characteristic of conditions in the subtropics"
"subtropics","2","uncommon or archaic (low frequency)","regions adjacent to the tropics"
"subunit","2","uncommon or archaic (low frequency)","a monetary unit that is valued at a fraction (usually one hundredth) of the basic monetary unit"
"subunits","2","uncommon or archaic (low frequency)","a monetary unit that is valued at a fraction (usually one hundredth) of the basic monetary unit"
"suburb","1","common english (recognizable)","a residential district located on the outskirts of a city"
"suburban","1","common english (recognizable)","relating to or characteristic of or situated in suburbs"
"suburbanite","2","uncommon or archaic (low frequency)","a resident of a suburb"
"suburbanites","2","uncommon or archaic (low frequency)","a resident of a suburb"
"suburbanized","2","uncommon or archaic (low frequency)","take on suburban character"
"suburbia","2","uncommon or archaic (low frequency)","a residential district located on the outskirts of a city"
"suburbs","1","common english (recognizable)","a residential district located on the outskirts of a city"
"subvention","2","uncommon or archaic (low frequency)","grant of financial aid as from a government to an educational institution"
"subventions","2","uncommon or archaic (low frequency)","grant of financial aid as from a government to an educational institution"
"subversion","2","uncommon or archaic (low frequency)","destroying someone's (or some group's) honesty or loyalty; undermining moral integrity"
"subversions","2","uncommon or archaic (low frequency)","destroying someone's (or some group's) honesty or loyalty; undermining moral integrity"
"subversive","2","uncommon or archaic (low frequency)","a radical supporter of political or social revolution"
"subversiveness","2","uncommon or archaic (low frequency)","disloyalty by virtue of subversive behavior"
"subversives","2","uncommon or archaic (low frequency)","a radical supporter of political or social revolution"
"subvert","2","uncommon or archaic (low frequency)","cause the downfall of; of rulers"
"subverted","2","uncommon or archaic (low frequency)","cause the downfall of; of rulers"
"subverting","2","uncommon or archaic (low frequency)","cause the downfall of; of rulers"
"subverts","2","uncommon or archaic (low frequency)","cause the downfall of; of rulers"
"subway","1","common english (recognizable)","an electric railway operating below the surface of the ground (usually in a city)"
"subways","2","uncommon or archaic (low frequency)","an electric railway operating below the surface of the ground (usually in a city)"
"subwoofer","2","uncommon or archaic (low frequency)","a loudspeaker that is designed to reproduce very low bass frequencies"
"subwoofers","2","uncommon or archaic (low frequency)","a loudspeaker that is designed to reproduce very low bass frequencies"
"succeed","1","common english (recognizable)","attain success or reach a desired goal"
"succeeded","1","common english (recognizable)","attain success or reach a desired goal"
"succeeding","1","common english (recognizable)","attain success or reach a desired goal"
"succeeds","2","uncommon or archaic (low frequency)","attain success or reach a desired goal"
"success","1","common english (recognizable)","an event that accomplishes its intended purpose"
"successes","1","common english (recognizable)","an event that accomplishes its intended purpose"
"successful","1","common english (recognizable)","having succeeded or being marked by a favorable outcome"
"successfully","1","common english (recognizable)","with success; in a successful manner"
"successfulness","2","uncommon or archaic (low frequency)","the condition of prospering; having good fortune"
"succession","1","common english (recognizable)","a following of one thing after another in time"
"successions","2","uncommon or archaic (low frequency)","a following of one thing after another in time"
"successive","1","common english (recognizable)","in regular succession without gaps"
"successively","2","uncommon or archaic (low frequency)","in proper order or sequence"
"successor","1","common english (recognizable)","a person who follows next in order"
"successors","2","uncommon or archaic (low frequency)","a person who follows next in order"
"succinct","2","uncommon or archaic (low frequency)","briefly giving the gist of something"
"succinctly","2","uncommon or archaic (low frequency)","with concise and precise brevity; to the point"
"succinctness","2","uncommon or archaic (low frequency)","terseness and economy in writing and speaking achieved by expressing a great deal in just a few words"
"succinic","2","uncommon or archaic (low frequency)","of or relating to or obtained from amber"
"succinylcholine","2","uncommon or archaic (low frequency)","a muscle relaxant for striated muscle that is used as an adjunct to anesthesia during certain surgical procedures"
"succor","2","uncommon or archaic (low frequency)","assistance in time of difficulty"
"succotash","2","uncommon or archaic (low frequency)","fresh corn and lima beans with butter or cream"
"succour","2","uncommon or archaic (low frequency)","assistance in time of difficulty"
"succubi","2","uncommon or archaic (low frequency)","a female demon believed to have sexual intercourse with sleeping men"
"succubus","2","uncommon or archaic (low frequency)","a female demon believed to have sexual intercourse with sleeping men"
"succulence","2","uncommon or archaic (low frequency)","a juicy appetizingness"
"succulent","2","uncommon or archaic (low frequency)","a plant adapted to arid conditions and characterized by fleshy water-storing tissues that act as water reservoirs"
"succulents","2","uncommon or archaic (low frequency)","a plant adapted to arid conditions and characterized by fleshy water-storing tissues that act as water reservoirs"
"succumb","2","uncommon or archaic (low frequency)","consent reluctantly"
"succumbed","2","uncommon or archaic (low frequency)","consent reluctantly"
"succumbing","2","uncommon or archaic (low frequency)","consent reluctantly"
"succumbs","2","uncommon or archaic (low frequency)","consent reluctantly"
"such","1","common english (recognizable)","of so extreme a degree or extent"
"suchlike","2","uncommon or archaic (low frequency)","of the same kind"
"suck","1","common english (recognizable)","the act of sucking"
"sucked","1","common english (recognizable)","draw into the mouth by creating a practical vacuum in the mouth"
"sucker","1","common english (recognizable)","a person who is gullible and easy to take advantage of"
"suckers","2","uncommon or archaic (low frequency)","a person who is gullible and easy to take advantage of"
"sucking","1","common english (recognizable)","the act of sucking"
"suckle","2","uncommon or archaic (low frequency)","suck milk from the mother's breasts"
"suckled","2","uncommon or archaic (low frequency)","suck milk from the mother's breasts"
"suckles","2","uncommon or archaic (low frequency)","suck milk from the mother's breasts"
"suckling","2","uncommon or archaic (low frequency)","English poet and courtier (1609-1642)"
"sucklings","2","uncommon or archaic (low frequency)","English poet and courtier (1609-1642)"
"sucks","1","common english (recognizable)","the act of sucking"
"sucrase","2","uncommon or archaic (low frequency)","an enzyme that catalyzes the hydrolysis of sucrose into glucose and fructose"
"sucre","2","uncommon or archaic (low frequency)","the basic unit of money in Ecuador; equal to 100 centavos"
"sucrose","2","uncommon or archaic (low frequency)","a complex carbohydrate found in many plants and used as a sweetening agent"
"suction","2","uncommon or archaic (low frequency)","a force over an area produced by a pressure difference"
"suctions","2","uncommon or archaic (low frequency)","a force over an area produced by a pressure difference"
"sudden","1","common english (recognizable)","happening without warning or in a short space of time"
"suddenly","1","common english (recognizable)","happening unexpectedly"
"suddenness","2","uncommon or archaic (low frequency)","the quality of happening with headlong haste or without warning"
"suds","2","uncommon or archaic (low frequency)","the froth produced by soaps or detergents"
"sudsy","2","uncommon or archaic (low frequency)","resembling lather or covered with lather"
"sue","1","common english (recognizable)","French writer whose novels described the sordid side of city life (1804-1857)"
"sued","1","common english (recognizable)","institute legal proceedings against; file a suit against"
"suede","2","uncommon or archaic (low frequency)","leather with a napped surface"
"suedes","2","uncommon or archaic (low frequency)","leather with a napped surface"
"suer","2","uncommon or archaic (low frequency)","a man who courts a woman"
"sues","2","uncommon or archaic (low frequency)","French writer whose novels described the sordid side of city life (1804-1857)"
"suet","2","uncommon or archaic (low frequency)","hard fat around the kidneys and loins in beef and sheep"
"suffer","1","common english (recognizable)","undergo or be subjected to"
"sufferable","2","uncommon or archaic (low frequency)","capable of being borne though unpleasant"
"sufferance","2","uncommon or archaic (low frequency)","patient endurance especially of pain or distress"
"suffered","1","common english (recognizable)","undergo or be subjected to"
"sufferer","2","uncommon or archaic (low frequency)","a person suffering from an illness"
"sufferers","2","uncommon or archaic (low frequency)","a person suffering from an illness"
"suffering","1","common english (recognizable)","a state of acute pain"
"sufferings","2","uncommon or archaic (low frequency)","a state of acute pain"
"suffers","1","common english (recognizable)","undergo or be subjected to"
